Öğrenci No;Cinsiyet;Doğum Yılı;Okul Türü;Sınıf Düzeyi;Baba Mesleği;Baba Eğitim Düzeyi;Anne Mesleği;Anne Eğitim Düzeyi;Kardeş Sayısı;Kitap Sayısı;Evde Bilgisayar;Evde İnternet;Evde Çalışma Odası;Sınıf 9 Notu;Sınıf 10 Notu;Sınıf 11 Notu;Not Ortalaması aps;Ders Dinleme Önemi;Ders Çalışma Önemi;Ödev Yapma Önemi;Okul Kursu Önemi;Özel Ders Sıklığı;Drsn Fizik Sıklığı;Drsn ÖSS Sıklığı;En sevilen konu;lsi11;lsi12;lsi13;lsi14;lsi21;lsi22;lsi23;lsi24;lsi31;lsi32;lsi33;lsi34;lsi41;lsi42;lsi43;lsi44;lsi51;lsi52;lsi53;lsi54;lsi61;lsi62;lsi63;lsi64;lsi71;lsi72;lsi73;lsi74;lsi81;lsi82;lsi83;lsi84;lsi91;lsi92;lsi93;lsi94;lsi101;lsi102;lsi103;lsi104;lsi111;lsi112;lsi113;lsi114;lsi121;lsi122;lsi123;lsi124;pas1;pas2;pas3;pas4;pas5;pas6;pas7;pas8;pas9;pas10;pas11;pas12;pas13;pas14;pas15;pas16;pas17;pas18;pas19;pas20;pas21;pas22;pas23;pas24;pas25;pas26;pas27;pas28;pas29;pas30;pas31;pas32;pas33;pas34;pas35;pas36;pas37;pas38;pas39;pas40;a1;a2;a3;a4;a5;a6;b1;b2;b3;b4;b5;b6;b7;b8;b9;b10;b11;b12;b13;b14;b15;b16;b17;b18;b19;b20;b21;b22;b23;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;CE;RO;AC;AE;CE-AC;RO-AE;lst;pass
3-50;2;91;5;10;18;4;14;4;1;3;1;1;1;5;4;;4,5;1;2;3;3;1;1;1;9;1;4;3;2;1;4;2;3;4;1;3;2;1;3;2;4;1;2;3;4;2;3;1;4;1;2;3;4;2;1;3;4;1;2;4;3;1;2;4;3;2;3;1;4;4;3;2;1;1;1;1;2;4;1;1;5;5;1;2;2;4;1;1;4;5;4;5;1;5;4;4;4;4;4;4;1;1;1;4;5;2;1;4;3;1;1;4;1;1;1;2;2;3;1;1;1;1;3;1;4;4;1;3;1;3;4;4;3;4;4;4;1;4;1;4;3;4;3;3;2;4;1;3;4;4;4;2;4;4;21;30;31;38;-10;-8;3;61
3-51;2;91;5;10;;4;11;5;1;4;0;0;1;5;5;;5;1;1;1;3;1;1;1;14;1;2;4;3;2;4;3;1;3;1;4;2;1;2;3;4;4;2;1;3;1;2;3;4;1;2;4;3;1;2;4;3;1;3;4;2;2;1;3;4;3;2;1;4;3;4;1;2;1;1;1;5;5;1;1;5;5;1;3;4;5;1;1;5;5;5;5;1;5;2;5;5;5;5;5;2;1;1;5;5;2;1;5;5;1;1;5;1;1;1;1;1;3;1;1;1;1;4;1;4;4;1;1;1;3;1;2;2;4;4;4;1;4;1;4;4;4;3;3;2;4;4;1;4;4;4;1;3;3;23;27;35;35;-12;-8;3;80
3-52;1;91;5;10;10;4;14;3;1;4;1;1;1;4;3;;3,5;1;1;2;1;1;1;1;;1;4;2;3;1;4;2;3;1;3;4;2;1;3;2;4;3;2;1;4;2;4;3;1;3;1;2;4;3;4;1;2;1;4;2;3;4;3;2;1;3;4;2;1;1;4;2;3;3;3;3;4;4;2;3;5;4;3;3;4;4;1;2;3;3;4;4;2;3;4;3;4;3;4;4;3;3;2;4;2;4;3;3;4;4;3;4;3;2;2;2;1;3;1;1;2;3;3;2;4;4;3;2;1;3;1;4;3;3;3;2;2;4;1;4;4;3;2;3;1;3;2;3;3;3;3;1;3;4;24;40;25;31;-1;9;4;23
3-53;1;91;5;10;12;2;14;2;2;3;1;1;1;3;2;;2,5;1;2;2;3;1;1;1;14;2;4;3;1;2;4;3;1;1;3;4;2;1;4;2;3;1;2;3;4;1;4;3;2;1;2;3;4;1;2;3;4;1;3;2;4;1;2;4;3;1;3;2;4;4;3;1;2;3;3;3;4;4;2;3;4;4;3;3;4;4;1;1;4;2;3;4;2;4;4;4;4;5;5;4;3;3;2;4;3;2;2;3;2;3;2;4;3;1;3;1;3;2;2;1;1;3;3;3;1;1;3;1;1;3;2;2;3;4;4;4;1;3;1;3;3;3;3;2;2;3;3;3;4;4;3;2;4;3;17;36;33;34;-16;2;4;31
3-54;2;92;5;10;1;5;14;4;3;4;1;0;1;5;5;;5;1;2;1;3;1;1;1;3;1;4;3;2;1;4;2;3;3;1;4;2;1;2;4;3;2;4;1;3;1;2;4;3;1;2;3;4;3;1;4;2;1;3;2;4;3;1;4;2;4;1;3;2;1;3;2;4;1;3;2;4;4;2;2;;5;2;3;2;4;;2;4;4;4;4;2;3;2;4;4;5;5;5;3;2;;4;3;2;2;4;3;2;2;4;2;3;2;2;3;4;1;2;1;1;2;2;4;4;3;1;2;4;3;3;3;4;4;4;4;4;1;4;4;3;3;3;1;3;2;2;3;4;2;2;4;4;22;28;36;34;-14;-6;3;43
3-55;2;91;5;10;12;4;14;2;2;2;1;1;1;4;2;;3;1;2;1;3;1;1;1;13;2;4;3;1;1;3;2;4;1;4;3;2;1;2;3;4;1;4;2;3;2;4;3;1;1;3;2;4;1;3;2;4;1;3;2;4;1;3;2;4;3;4;2;1;4;3;2;1;2;3;1;1;4;3;2;4;4;2;2;2;3;1;4;4;2;4;4;4;4;3;5;5;5;5;5;2;2;2;5;5;2;2;2;5;3;2;5;2;1;1;1;3;4;1;1;1;1;4;4;4;4;3;1;1;4;1;4;4;4;4;4;1;4;1;4;3;4;4;3;1;1;3;3;4;4;1;1;4;4;19;40;28;33;-9;7;4;39
3-56;2;91;5;10;4;4;14;2;0;3;0;1;1;3;2;;2,5;1;2;1;;1;1;1;3;1;4;2;3;1;4;3;2;2;1;4;3;1;4;2;3;1;3;4;2;1;4;2;3;2;1;3;4;2;1;3;4;1;3;2;4;2;1;4;3;2;4;3;1;2;4;3;1;2;2;1;3;4;1;2;4;3;3;3;2;3;1;3;4;4;3;4;2;3;4;4;3;5;4;4;3;2;1;4;4;3;2;4;4;3;3;4;4;1;2;1;3;3;1;1;1;1;1;2;4;4;2;1;2;4;2;4;2;4;4;4;2;4;1;4;3;3;2;1;1;4;4;2;4;4;2;1;4;4;18;34;35;33;-17;1;4;32
3-57;1;91;5;10;11;4;14;2;1;4;0;0;0;5;5;;5;1;1;1;;1;1;1;5;2;3;1;4;1;3;2;4;3;2;4;1;1;2;3;4;4;3;1;2;1;2;3;4;3;1;2;4;2;1;4;3;1;4;3;2;4;2;3;1;3;1;2;4;2;4;3;1;2;3;2;2;3;1;2;4;5;2;3;4;3;3;1;4;3;5;5;2;2;3;5;4;4;4;4;2;3;2;4;4;3;2;4;4;3;2;4;1;2;3;2;2;3;1;1;1;3;4;1;4;4;2;2;3;3;3;4;3;4;;3;4;4;1;4;3;4;2;3;2;3;3;3;3;3;2;2;4;4;27;28;31;34;-4;-6;3;39
3-58;1;91;5;10;;4;;4;1;2;1;1;0;4;3;;3,5;1;2;1;3;1;1;1;2;2;4;3;1;2;4;1;3;2;3;4;1;1;2;4;3;1;4;3;2;4;2;3;1;2;3;4;1;4;1;2;3;4;2;3;1;4;3;2;1;3;4;2;1;2;3;4;1;1;5;4;2;3;1;1;1;5;1;5;2;2;1;1;2;3;4;1;2;1;2;3;2;2;3;2;3;1;2;1;2;5;2;5;2;2;3;3;4;1;2;;3;;4;4;3;2;1;1;2;2;2;2;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;31;35;35;19;-4;16;4;5
3-59;2;92;5;10;18;4;14;3;1;4;1;0;1;4;3;;3,5;1;1;1;3;1;1;1;7;1;4;3;2;1;4;2;3;4;1;2;3;1;3;2;4;2;1;4;3;4;2;3;1;4;1;2;3;4;1;2;3;3;2;1;4;4;1;2;3;3;4;1;2;4;3;2;1;2;2;2;3;3;2;3;4;4;3;3;4;3;1;1;4;3;4;3;2;3;3;3;4;4;5;2;4;2;1;4;3;4;3;2;4;2;1;4;1;1;3;1;2;4;1;1;1;1;4;1;4;4;4;1;1;4;1;4;1;4;4;4;3;4;1;4;4;4;3;4;1;1;4;1;3;4;4;1;4;4;35;27;26;32;9;-5;2;31
3-60;2;90;5;10;13;2;14;2;2;1;0;0;1;3;2;;2,5;1;2;2;3;1;1;1;2;1;4;3;2;1;3;2;4;4;1;3;2;1;2;3;4;4;3;1;2;2;4;1;3;4;2;1;3;2;1;4;3;3;1;2;4;4;1;2;3;3;1;2;4;3;4;2;1;3;5;2;2;2;3;4;4;3;4;3;2;2;2;3;2;2;4;4;3;4;4;3;4;4;2;4;4;2;3;;1;4;4;2;3;4;3;2;4;2;1;1;2;3;1;1;1;3;4;2;4;4;1;1;1;3;1;2;1;3;4;4;1;4;1;1;3;4;3;3;1;4;3;2;2;4;2;1;3;4;32;27;26;35;6;-8;2;-8
3-61;1;91;5;10;11;4;14;3;1;3;1;1;1;4;5;;4,5;1;2;1;3;1;1;1;2;3;2;1;4;2;3;1;4;1;4;3;2;1;2;3;4;2;4;3;1;3;4;2;1;2;1;4;3;4;1;3;2;2;4;1;3;3;1;4;2;4;1;3;2;3;2;4;1;2;3;4;4;4;1;1;5;4;3;3;3;4;5;3;3;3;4;4;3;5;4;5;5;1;5;4;2;5;5;1;3;3;3;3;2;3;3;2;1;2;4;1;1;4;3;2;1;;2;3;1;4;3;2;4;3;2;2;1;4;2;1;4;2;3;2;4;3;1;2;3;3;2;2;1;4;3;2;4;3;30;29;32;29;-2;0;4;17
3-62;2;91;5;10;10;4;14;3;2;3;1;0;1;4;3;;3,5;1;2;1;3;1;1;1;3;2;4;3;1;1;4;4;3;1;4;3;2;1;4;2;3;3;1;2;4;1;4;3;2;1;3;2;4;3;1;2;4;1;3;2;4;2;1;3;4;2;3;1;4;4;3;2;1;3;4;2;3;4;1;3;4;3;3;4;4;4;1;3;4;3;2;5;1;3;4;4;4;4;5;5;1;1;1;5;4;2;3;2;4;3;1;4;3;1;2;2;3;4;1;1;1;2;4;3;4;4;3;1;1;3;1;4;1;4;4;4;2;4;1;4;3;4;3;2;1;3;1;2;4;4;2;1;3;3;22;35;29;36;-7;-1;3;36
3-63;1;91;5;10;17;4;14;3;1;2;1;1;1;3;2;;2,5;1;2;2;3;1;1;1;13;2;4;3;1;1;4;2;3;1;4;3;2;1;3;2;4;;;;;1;4;2;3;1;2;3;4;3;1;2;4;1;4;3;2;;;;;4;3;2;1;4;3;2;1;3;4;2;5;1;2;3;3;3;5;5;3;1;1;4;4;5;1;3;3;1;5;3;4;2;4;3;4;4;2;4;5;5;4;3;2;4;1;2;4;1;2;1;1;3;1;1;1;1;2;1;4;4;1;1;1;3;3;4;1;2;3;2;1;4;1;4;2;3;1;3;2;3;2;2;1;2;1;1;1;2;19;32;24;25;-5;7;4;-3
3-64;1;91;5;10;4;3;14;3;1;1;1;1;1;3;2;;2,5;1;1;2;3;1;1;1;7;2;4;3;1;1;4;2;3;2;1;4;3;1;4;2;3;1;2;4;3;2;4;3;1;1;2;4;3;1;4;3;2;1;4;3;2;1;4;3;2;4;3;1;2;3;2;1;4;2;4;1;4;2;5;1;3;2;4;2;1;4;5;2;1;4;3;4;2;3;1;3;2;4;1;4;1;3;5;3;1;3;2;5;4;1;5;3;1;1;2;1;5;4;1;2;4;1;2;1;3;1;3;1;4;4;2;3;2;4;1;2;3;1;3;1;3;2;2;3;1;3;1;2;3;1;2;1;4;2;20;38;33;29;-13;9;4;11
3-65;1;91;5;10;13;2;14;1;3;2;0;0;1;4;5;;4,5;1;2;1;3;1;1;1;5;1;4;3;2;1;4;3;2;1;2;4;3;1;2;3;4;1;4;2;3;1;2;4;3;1;2;3;4;2;2;3;4;1;2;3;4;3;1;4;2;4;1;2;3;3;2;1;4;2;3;3;5;5;2;;4;4;1;1;5;5;3;3;5;4;4;5;1;4;2;5;5;5;5;5;3;1;3;;3;;1;1;5;3;1;5;2;1;1;1;3;4;1;1;1;2;;3;4;4;1;1;2;3;1;2;2;3;3;3;2;4;1;4;3;4;3;2;1;4;3;1;4;4;2;4;4;4;20;28;35;38;-15;-10;3;54
4-151;1;92;3;9;4;4;14;2;1;;0;0;1;3;;;3;1;1;1;3;1;1;1;4;1;4;2;3;1;3;2;4;1;4;3;2;1;2;3;4;1;3;4;2;2;4;3;1;1;3;2;4;3;2;1;4;1;2;3;4;2;3;1;4;1;4;3;2;3;4;2;1;2;3;1;4;4;2;2;5;4;3;2;5;4;2;3;4;3;4;5;3;4;4;4;4;4;4;4;2;1;1;5;4;5;2;4;4;4;1;4;3;2;2;4;3;3;2;2;2;3;4;3;4;4;2;4;3;4;3;4;3;4;3;4;2;4;2;4;4;4;2;3;4;4;2;2;4;4;3;2;3;4;18;38;29;35;-11;3;4;41
4-165;2;92;3;9;18;4;14;2;1;4;1;1;1;4;;;4;1;1;1;1;1;1;1;12;1;4;3;2;1;4;3;2;1;2;4;3;1;4;3;2;2;3;4;1;1;4;3;2;1;4;2;3;3;2;1;4;1;3;2;4;2;1;3;4;3;1;2;4;3;4;1;2;1;1;1;5;5;1;2;5;5;2;2;4;5;1;1;5;5;5;5;1;5;3;5;5;5;5;5;1;1;1;5;5;1;1;5;5;1;1;5;1;1;1;4;1;2;1;1;1;2;4;3;4;4;2;4;1;4;4;4;4;4;4;4;3;4;1;4;4;4;1;4;4;4;4;1;4;3;1;1;4;1;20;36;31;33;-11;3;4;80
4-168;1;92;3;9;12;4;14;2;2;4;1;1;1;1;;;1;1;2;1;3;1;1;1;7;2;2;3;4;2;4;4;4;3;2;4;1;3;3;3;4;3;4;2;3;1;3;3;2;3;3;2;4;2;2;3;4;3;4;4;3;3;1;4;4;4;4;4;4;3;4;4;4;3;2;2;2;3;2;4;4;3;3;4;2;2;3;3;2;3;3;4;4;2;4;4;2;3;3;3;1;3;2;4;3;2;2;3;4;4;4;2;2;2;3;3;2;4;1;2;1;4;4;3;4;4;3;4;2;3;3;2;2;4;4;4;3;4;3;4;3;3;3;4;3;4;4;3;4;3;3;2;4;4;32;36;40;41;-8;-5;3;7
4-174;2;92;3;9;12;4;12;3;1;4;1;1;1;3;;;3;1;1;2;3;1;1;1;7;1;3;4;2;3;3;4;4;2;4;3;3;1;2;4;3;2;1;3;3;1;3;4;2;1;2;4;3;1;2;4;3;1;2;4;3;2;3;4;1;2;3;4;1;1;2;4;3;3;2;3;1;2;3;4;4;3;4;4;2;1;3;;1;3;4;5;2;4;4;2;1;4;4;4;2;2;3;3;3;2;3;2;1;2;3;3;2;1;3;4;3;4;1;2;1;3;4;4;4;4;3;4;3;2;3;4;3;4;4;4;3;4;1;4;4;4;2;3;4;4;4;4;4;3;2;3;4;4;18;30;46;31;-28;-1;3;6
4-176;2;92;3;9;11;5;14;4;1;3;0;0;1;3;;;3;1;2;1;3;1;1;1;7;1;3;2;4;1;3;4;2;1;2;4;3;1;2;3;4;3;4;2;1;2;3;4;1;1;3;2;4;1;2;4;3;1;3;2;4;4;2;1;3;3;2;1;4;1;3;2;4;2;2;3;1;4;3;3;3;4;3;3;4;4;1;4;5;3;5;5;2;4;3;4;3;4;4;4;3;2;2;4;4;3;3;4;4;3;3;4;3;2;3;4;3;3;2;2;2;3;4;3;4;4;4;4;1;1;4;4;3;4;4;4;3;4;2;4;4;4;2;3;4;4;1;;4;4;3;2;4;4;20;32;31;37;-11;-5;3;30
4-200;1;92;3;9;18;4;14;3;1;3;0;0;1;;;;;1;1;1;3;1;1;1;8;1;4;4;4;3;4;4;1;4;4;1;1;1;4;4;4;4;4;1;4;4;4;4;2;3;4;4;1;4;4;3;4;3;4;3;4;1;4;3;4;4;4;4;4;3;4;4;3;3;2;2;5;5;3;3;5;2;5;1;1;1;1;5;3;3;1;3;3;5;1;5;1;3;5;5;1;1;1;5;4;4;3;1;3;2;3;1;5;1;4;4;3;4;1;1;1;4;4;4;4;4;3;4;1;4;4;4;2;4;4;4;1;4;1;4;4;4;3;1;4;4;3;1;4;4;1;1;4;3;35;48;39;36;-4;12;4;18
4-23;2;92;3;9;4;4;14;2;2;3;0;0;1;1;;;1;1;2;2;3;1;1;1;8;1;4;3;2;3;4;1;2;2;1;4;3;1;4;3;2;4;1;3;2;1;4;3;2;1;4;3;2;4;3;2;1;1;2;4;3;2;1;4;3;2;4;3;1;4;3;1;2;5;4;2;1;1;3;5;3;1;5;5;1;1;3;4;2;2;1;3;4;3;5;1;1;1;1;4;3;2;3;2;1;4;3;1;1;4;3;1;4;2;4;4;2;1;;2;2;3;4;3;4;4;3;4;2;3;2;3;3;4;4;4;3;4;1;4;4;3;3;4;4;4;2;2;4;3;3;2;4;4;26;35;34;25;-8;10;4;-38
4-230;2;92;3;9;16;3;14;3;1;3;0;0;1;4;;;4;1;1;1;2;1;1;1;12;4;3;1;2;1;4;3;2;3;1;4;3;1;2;4;3;1;4;3;2;1;3;4;2;1;2;3;4;2;3;1;4;1;2;3;4;3;1;4;2;2;3;1;4;4;2;1;3;2;3;1;5;5;1;1;3;3;2;1;4;5;1;3;5;5;5;5;1;4;3;5;5;5;5;5;1;1;1;4;3;2;2;4;1;3;2;5;3;1;2;4;3;4;1;1;1;3;4;2;4;4;3;4;3;4;3;4;4;4;4;4;2;4;1;4;4;3;2;3;4;4;4;3;4;4;3;2;4;3;24;30;32;35;-8;-5;3;57
4-240;1;91;3;9;11;4;14;2;1;1;1;1;0;2;;;2;1;2;2;3;1;1;1;8;3;2;1;4;1;2;3;4;3;4;2;1;2;1;3;4;2;1;4;3;2;3;1;4;4;2;3;1;2;4;1;3;4;2;3;1;3;4;1;2;1;3;4;2;4;3;2;1;2;3;2;1;1;1;3;5;3;3;4;3;1;1;3;1;1;2;2;2;3;3;1;1;2;2;1;3;4;1;1;2;4;5;3;1;4;1;1;5;1;1;3;2;4;1;1;1;3;2;4;4;4;1;3;3;1;4;4;2;4;4;4;1;4;1;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;31;31;28;30;3;1;1;-16
4-26;1;92;3;9;10;5;11;5;2;4;1;0;1;4;;;4;1;1;1;1;3;1;1;1;1;2;4;3;1;3;2;4;3;1;4;2;1;2;3;4;4;2;1;3;1;3;4;2;1;3;2;4;2;1;3;4;1;2;3;4;2;1;4;3;3;1;2;4;2;3;4;1;2;2;1;4;4;1;1;5;3;2;2;5;5;1;3;2;3;4;5;1;5;4;5;5;5;5;5;1;1;1;5;4;1;1;4;5;3;1;5;4;1;1;3;3;4;1;1;1;3;3;1;4;4;4;3;2;4;3;4;3;4;4;4;3;4;1;4;4;4;3;4;3;4;1;1;4;2;1;1;3;1;22;24;36;38;-14;-14;3;60
4-29;2;92;3;9;1;5;14;4;1;3;1;1;1;3;;;3;1;1;1;2;1;1;1;12;2;4;3;1;1;4;3;2;2;1;4;3;1;4;2;3;2;4;3;1;2;4;3;1;2;3;4;1;2;3;4;1;1;4;3;2;4;1;3;2;1;2;4;3;4;2;3;1;2;3;3;5;5;2;2;4;;2;1;3;4;3;4;4;5;5;5;5;2;5;5;2;5;5;;2;1;2;4;5;2;3;4;2;2;4;;2;2;3;4;4;4;1;1;2;4;4;2;4;4;3;4;2;4;4;4;1;4;4;4;4;4;1;4;4;2;4;4;4;4;4;2;4;4;3;1;3;4;24;36;39;21;-15;15;4;24
4-329;2;92;3;9;13;2;14;2;2;2;0;0;0;;;;;1;1;1;2;1;1;1;12;1;3;2;4;2;4;3;1;2;3;4;1;1;4;2;3;1;4;2;3;2;4;3;1;1;4;2;3;2;1;4;3;1;3;2;4;1;2;3;4;1;4;3;2;1;3;2;4;4;2;2;4;4;2;2;5;4;3;4;3;3;2;4;2;2;4;5;1;5;4;5;3;5;4;5;2;1;1;5;4;4;2;5;3;3;2;5;3;1;3;4;2;4;1;1;1;3;4;3;4;4;2;4;2;4;2;4;3;4;3;4;1;4;1;4;4;4;2;3;3;4;3;3;3;4;3;2;3;4;16;39;32;33;-16;6;4;37
4-330;2;92;3;9;12;3;14;2;1;1;0;0;1;3;;;3;1;2;2;3;1;1;1;8;2;4;3;1;1;4;2;3;1;4;3;2;1;3;2;4;2;3;4;1;3;4;1;2;2;3;1;4;4;1;2;3;2;3;1;4;3;2;1;4;4;2;1;3;3;4;2;1;3;4;2;1;3;3;4;5;4;4;5;2;2;1;4;2;2;3;4;3;2;4;2;2;3;4;5;4;2;1;4;2;4;2;1;2;3;3;4;4;1;3;4;3;3;1;1;1;1;4;4;4;4;3;4;2;3;2;2;2;4;4;4;3;4;2;4;4;4;3;3;4;4;3;3;4;4;3;3;4;4;28;37;23;32;5;5;1;-1
4-331;2;92;3;9;13;2;14;2;2;2;1;1;1;4;;;4;1;1;1;2;1;1;1;8;2;4;1;3;3;4;2;1;2;3;4;1;1;2;4;3;2;3;4;1;2;3;4;1;1;2;4;3;1;2;4;3;1;2;3;4;3;2;4;1;3;1;4;2;2;3;4;1;2;4;3;4;5;1;2;5;1;2;5;5;2;2;2;5;4;5;5;1;4;3;4;4;5;5;5;3;;1;3;5;1;1;5;;1;1;5;1;1;3;4;3;3;1;1;1;1;4;4;4;4;3;4;3;3;3;4;4;4;4;4;3;4;1;4;4;4;1;3;4;4;1;3;4;4;1;1;4;4;23;31;42;24;-19;7;4;50
4-332;2;92;3;9;11;4;14;3;1;3;1;1;1;3;;;3;1;1;1;2;1;1;1;12;1;3;2;4;1;4;2;3;1;4;3;2;1;3;2;4;2;3;4;1;3;4;1;2;2;3;1;4;4;1;2;3;2;3;1;4;3;2;1;4;4;2;1;3;3;4;2;1;2;2;3;1;4;2;2;5;3;1;4;1;2;2;2;3;5;5;4;2;3;3;4;1;5;5;5;3;1;1;4;4;3;1;3;2;3;1;5;2;1;3;4;3;2;1;1;1;4;4;3;4;4;3;4;1;4;3;4;4;4;4;4;1;4;1;4;4;4;3;3;4;4;3;3;4;4;4;2;4;4;27;36;22;35;5;1;1;34
4-333;2;92;3;9;20;3;14;3;2;1;1;0;1;3;;;3;1;1;1;2;1;1;1;;1;3;4;2;1;4;3;2;2;1;4;3;1;2;4;3;1;4;3;2;1;4;3;2;2;3;1;4;2;3;1;4;1;2;3;4;2;1;3;4;2;1;3;4;2;1;4;3;3;3;2;4;4;3;2;5;2;2;2;3;4;1;5;5;4;3;5;3;4;4;4;4;5;5;5;2;1;1;4;2;4;3;5;5;3;2;4;4;1;2;4;3;4;1;1;1;3;4;2;4;4;3;4;3;4;3;4;4;4;4;4;2;4;1;4;4;3;2;3;4;4;4;3;4;4;3;2;4;3;18;29;36;37;-18;-8;3;36
4-339;1;92;3;9;4;4;14;4;1;4;1;1;1;1;;;1;1;2;1;;1;1;1;12;1;4;3;2;1;3;4;2;1;2;4;3;1;2;3;4;2;3;1;4;2;3;4;1;4;3;1;2;2;3;1;4;2;3;4;1;2;3;4;1;3;4;2;1;1;2;4;3;2;2;2;3;4;2;2;3;4;3;3;4;3;3;2;4;5;4;5;2;3;3;4;3;4;4;4;2;1;3;4;3;3;2;4;3;3;2;4;2;2;4;4;2;2;1;1;1;1;3;2;4;4;4;4;1;3;3;4;2;4;4;4;1;4;1;4;4;3;1;3;4;4;4;2;4;3;2;1;3;3;22;35;35;28;-13;7;4;35
4-34;2;92;3;9;13;2;14;2;2;2;0;0;1;3;;;3;1;2;2;;1;1;1;8;2;4;3;1;1;4;2;3;1;4;2;3;1;2;3;4;2;3;4;1;2;4;3;1;1;2;4;3;1;2;3;4;1;2;4;3;3;4;1;2;2;4;3;1;3;4;2;1;4;2;2;2;3;3;3;4;2;3;4;2;3;2;3;2;3;2;4;4;3;4;3;2;3;3;4;3;2;2;4;2;3;3;3;2;4;3;3;4;3;3;4;3;3;1;2;1;3;3;4;4;4;3;4;3;4;3;3;3;4;4;4;2;4;1;4;4;4;4;3;4;4;3;2;4;4;1;1;4;3;20;39;34;27;-14;12;4;1
4-340;2;92;3;9;16;4;14;2;1;4;1;1;1;;;;;1;2;1;3;1;1;1;1;1;3;4;2;1;4;3;2;1;4;3;2;1;3;2;4;3;1;4;2;1;4;3;2;1;4;2;3;1;2;4;3;1;4;3;2;1;4;3;2;1;4;3;2;2;4;3;1;3;4;4;1;4;4;3;4;2;4;4;2;3;4;4;2;2;2;4;3;2;4;3;2;4;5;4;4;2;3;3;2;4;3;3;3;4;3;3;4;1;1;4;3;1;1;1;1;3;4;4;4;4;3;4;3;4;4;4;3;4;4;4;3;4;1;4;4;4;3;4;3;4;3;3;4;3;3;3;4;3;15;41;37;27;-22;14;4;-8
4-378;1;92;3;9;17;2;14;2;1;3;0;0;1;3;;;3;1;1;1;2;1;1;1;19;1;2;4;3;1;4;2;3;1;4;2;3;1;2;4;3;3;4;2;1;1;4;2;3;2;1;4;3;2;1;4;3;1;2;3;4;4;1;2;3;4;1;3;2;2;4;3;1;3;2;1;4;4;2;3;5;4;3;2;3;3;1;3;3;3;4;4;2;4;3;4;3;5;5;;3;2;1;3;3;3;2;3;3;3;2;4;3;1;1;4;3;4;1;1;1;3;4;4;4;4;1;4;1;3;3;3;1;4;4;4;1;3;1;4;4;1;1;3;3;3;1;1;3;1;2;1;4;3;23;30;35;32;-12;-2;3;30
4-38;1;92;3;9;24;5;11;4;1;2;1;0;1;1;;;1;1;2;2;3;1;1;1;8;2;4;3;1;1;4;3;2;4;2;3;1;1;2;3;4;4;1;2;3;1;4;2;3;3;2;1;4;1;3;2;4;1;3;2;4;3;1;4;2;1;4;3;2;3;4;2;1;3;4;2;1;2;3;3;3;1;5;4;2;2;3;5;1;1;3;4;3;3;5;2;2;2;4;4;3;4;4;2;1;5;5;4;4;5;5;4;4;2;3;4;3;3;2;2;1;3;4;3;4;4;3;4;2;4;3;4;3;4;4;4;3;4;2;4;4;4;3;3;4;4;4;2;4;4;3;3;4;3;25;34;30;31;-5;3;4;-23
4-50;2;93;3;9;15;2;14;2;1;2;0;0;1;2;;;2;1;1;1;2;1;1;1;12;1;4;3;2;1;4;3;2;2;4;1;3;1;4;3;2;2;4;3;1;3;4;2;1;1;2;4;3;1;4;3;2;1;3;4;2;1;4;2;3;2;4;3;1;2;4;3;1;3;2;1;1;4;1;2;3;5;3;4;1;1;2;3;1;4;3;5;1;3;3;3;1;4;4;5;2;1;2;4;4;4;3;1;1;3;2;5;4;1;1;5;2;3;1;1;1;3;4;3;4;4;3;4;2;3;3;4;3;2;4;4;3;4;1;4;3;3;2;2;4;4;4;1;4;4;2;1;3;4;18;45;34;23;-16;22;4;17
4-53;1;92;3;9;17;3;14;2;1;1;0;0;1;3;;;3;2;2;1;3;1;1;1;9;2;4;1;3;1;3;2;4;1;2;4;3;2;1;3;4;4;3;2;1;3;4;2;1;3;4;2;1;4;3;2;1;2;3;4;1;4;2;1;3;4;3;2;1;2;3;1;4;3;4;3;3;4;3;3;4;3;3;5;2;4;2;3;3;4;3;5;2;4;3;3;4;4;4;3;2;2;2;4;2;2;2;4;4;3;2;4;3;2;3;4;3;3;2;2;2;3;4;3;4;4;4;4;1;3;4;4;3;4;3;4;2;4;2;4;4;4;2;3;4;4;2;2;4;3;3;2;4;3;32;35;26;27;6;8;1;23
4-55;1;92;3;9;15;3;14;2;1;2;0;0;1;;;;;1;1;3;3;1;1;1;9;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;5;1;5;5;1;1;5;5;5;1;3;3;5;3;3;3;3;5;3;1;5;3;1;4;4;4;4;1;1;1;4;4;4;4;4;4;4;2;4;3;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;3;4;4;4;1;4;4;12;24;36;48;-24;-24;3;18
